1.1176e+06,71198
2.4758e+05,14921
2275,146
499,27
252,16
129,9
1.0749e+06,71957
2.2772e+05,14257
880,56
46,3
20,2
17,1
6.5368e+05,42535
1800,143
43,3
6,1
7,0
1974,175
66,5
5,0
3,0
268,20
8,0
4,0
133,9
8,0
82,4
1.1277e+06,72825
58386,3808
2654,184
38,1
13,2
6,1
4.6034e+05,30202
2947,256
68,7
5,2
6,0
1749,118
49,1
3,0
3,0
59,4
3,0
1,0
13,1
2,0
6,1
1.1042e+06,73706
10313,817
440,31
8,0
2,1
1928,157
100,2
2,1
2,0
108,10
6,0
2,0
1,0
2,0
7,1
2687,201
106,5
3,1
1,0
103,4
9,0
13,0
1,0
5,0
258,8
8,1
13,0
5,0
1,1
96,5
6,0
3,1
65,6
9.998e+05,60779
59420,4192
9177,556
70,5
16,0
15,0
67900,4496
6733,435
54,5
3,0
9427,694
56,4
4,0
1,0
53,5
1,0
9,1
2,0
2,0
4.9748e+05,32321
7610,554
496,34
8,2
3,0
2626,191
182,13
2,0
2,0
139,9
12,0
8,0
3,0
2,0
2944,197
186,10
15,2
1,0
111,11
6,2
4,0
5,0
1,0
1,0
205,11
15,0
1,0
9,1
1,0
4,0
23,2
1,0
2,0
7,1
6.5277e+05,42374
9398,709
902,71
9,2
1,0
3819,309
552,40
5,1
1,0
569,41
11,1
6,0
1,0
2646,167
219,14
14,1
148,12
5,1
17,0
2,1
267,18
19,3
3,0
14,0
2,0
2,0
20,1
2,2
3,1
2727,196
197,13
20,2
122,12
12,1
20,0
192,9
17,2
2,0
16,0
2,0
26,2
1,1
5,1
3,0
239,18
19,1
3,1
16,0
4,0
25,1
1,0
3,0
7,0
65,2
4,0
3,0
23,2
9.799e+05,53397
27016,1856
4894,334
53,1
22,0
9,0
63511,4271
9379,645
37,1
1,1
3,1
34402,2360
107,5
3,0
99,6
3,0
14,0
4,0
80062,4915
1980,137
64,6
0,1
1,0
20754,1428
138,6
8,0
152,11
5,0
5,0
1,0
27129,2063
235,19
11,0
2,0
136,10
8,2
1,0
5,0
2,0
2,0
134,2
7,0
7,0
1,0
3,0
12,0
1,0
4,0
3,0
2.8011e+05,16309
4397,313
515,38
3,0
4922,305
652,38
2,1
1257,96
3,2
5,0
1,0
1,1
4647,283
165,10
7,2
318,14
14,0
1,0
11,3
3,0
311,19
9,1
3,0
15,0
2,0
1,0
24,1
1,1
5,0
3567,189
230,18
26,0
235,13
33,3
38,3
1,0
248,18
18,0
1,0
22,1
1,0
2,0
41,1
2,0
8,1
6,0
292,13
12,1
2,0
25,0
6,1
3,0
37,2
5,0
1,0
8,0
40,1
5,0
2,0
8,0
15,0
2.95e+05,15407
2342,141
232,8
5,1
3,0
5890,344
633,37
6,0
2,0
2494,142
12,1
11,3
5,0
3416,203
106,6
5,0
1,0
1513,110
11,1
2,0
19,1
2,0
1468,121
14,2
16,1
17,4
1,0
1,0
2977,159
185,12
17,1
353,22
41,2
1,0
84,3
1,0
299,23
6,0
1,0
24,2
4,0
3,0
39,1
1,1
5,0
3,1
374,14
31,0
1,1
31,0
4,1
6,1
47,2
3,1
1,0
14,1
62,0
1,0
5,0
15,0
10,2
2871,132
86,2
8,1
339,14
36,2
113,8
1,0
1,0
186,7
10,0
63,3
1,0
4,0
43,6
2,1
4,0
288,15
14,1
31,2
2,1
7,0
38,0
6,0
2,0
46,2
2,0
5,0
10,1
6,1
280,17
2,0
2,0
18,2
3,0
10,1
20,0
2,0
6,1
3,0
27,0
1,0
2,0
8,0
21,1
74,1
2,0
8,0
3,0
8,0
40,3
8.1368e+05,40356
5697,346
676,42
39,2
10,0
7,0
21117,1373
1976,129
14,2
1,0
10935,769
40,2
1,0
73,3
1,0
1,0
11,2
5,1
61469,3822
1797,111
55,5
3,0
21720,1421
148,11
7,2
92,7
3,0
3,0
81700,5675
806,69
36,4
1,0
154,13
6,0
3,0
245,12
10,0
7,1
1,0
20,3
2,1
65670,3801
1105,74
74,6
7,0
2752,202
117,11
1,0
224,16
1,0
5,0
37612,2664
519,55
29,3
217,13
10,0
18,1
369,25
17,1
15,2
1,0
1,0
24,0
3,0
0,1
3,0
37468,2955
467,39
33,1
2,0
249,25
25,1
25,1
1,0
278,12
16,0
2,0
11,0
2,0
36,3
1,0
0,1
3,0
250,17
6,1
1,0
4,0
1,0
1,1
19,0
1,0
2,0
2,0
32,1
1,0
1,0
1,0
10,0
2.0305e+05,9332
758,41
73,7
2,0
1,0
3261,169
294,16
1,1
1510,86
4,0
2,0
5194,291
127,10
2,0
1,0
1823,104
17,0
3,0
8,1
1,0
3149,204
32,1
3,0
22,1
3,0
25,1
3,0
6,0
6161,349
116,5
8,0
228,9
16,1
36,3
1,0
643,59
15,2
3,0
25,0
2,0
6,1
49,4
3,0
2,0
5,0
553,37
8,1
1,0
20,0
3,0
4,0
46,2
2,0
4,2
4,0
47,1
2,0
2,0
11,0
11,1
4293,151
56,2
7,0
1,0
276,15
33,2
134,3
1,0
1,0
363,28
10,0
1,0
111,4
3,0
5,0
138,7
3,0
3,0
1,1
442,26
4,0
1,0
24,1
6,1
9,0
45,4
1,0
5,0
8,0
79,1
2,0
4,0
13,0
18,1
466,6
5,0
2,0
28,1
1,0
15,0
31,2
1,0
5,0
16,0
85,3
3,0
3,0
11,1
19,0
58,1
8,0
7,0
22,1
15,0
3.9398e+05,14813
380,20
42,4
2,0
3,0
1839,105
143,5
696,30
3,0
1,0
6974,354
149,9
4,0
2191,106
13,1
1,0
12,1
1,0
7984,495
118,5
6,1
31,1
2,0
1,0
35,2
2,0
2,0
4,0
5065,265
70,0
5,0
307,10
8,1
12,0
4049,269
68,5
3,0
30,1
2,0
1,0
39,1
3,0
1,0
6,0
3526,248
54,2
2,0
23,0
3,1
1,0
76,1
1,0
1,0
3,1
45,3
1,0
1,0
6,0
2,0
5472,175
22,1
3,0
200,5
9,2
85,5
473,32
10,0
1,0
156,7
278,19
5,0
3,0
3,0
676,29
13,1
21,1
1,0
2,0
84,4
2,0
0,2
17,0
106,0
2,0
4,0
9,1
9,0
786,21
5,0
27,1
1,0
14,1
54,0
4,0
15,1
30,0
99,5
1,0
2,0
21,2
24,1
112,0
2,0
8,0
37,1
15,0
11126,268
31,0
1,0
137,2
5,0
39,1
486,26
14,0
150,8
1,0
462,17
6,0
6,0
4,0
518,18
5,0
1,0
33,3
2,0
1,0
286,13
5,0
1,0
12,0
254,9
10,1
6,0
6,0
7,0
1037,27
1,0
1,0
18,1
1,0
9,0
59,3
3,0
15,0
35,0
105,1
2,0
1,0
22,1
33,0
165,1
1,0
4,0
14,0
44,1
42,0
2140,36
4,0
3,0
16,0
3,0
7,0
43,2
3,0
10,1
48,0
84,0
2,0
7,0
38,0
25,0
188,0
2,0
9,0
28,0
44,1
326,1
2,0
3,0
9,0
15,0
58,1
56,0
5.143e+05,27851
4736,311
785,55
76,1
30,6
2,0
10892,758
1114,86
6,0
4916,389
27,5
1,0
1,0
58,6
10,0
2,0
5,1
47579,2836
1348,71
41,3
3,0
1,0
11113,690
99,3
1,0
47,3
2,0
4,0
59954,3820
719,42
17,1
1,1
95,11
6,0
1,0
6,0
2,0
1,0
211,17
6,0
1,0
6,1
19,1
5,0
1.3165e+05,7883
2526,190
208,10
11,0
2,0
6352,389
244,19
1,0
324,26
7,2
4,1
91890,5680
1260,85
79,4
359,20
28,2
2,0
20,0
3,0
0,1
396,27
22,2
3,0
16,2
1,0
1,0
25,0
3,0
3,0
2,0
2.3725e+05,15321
2603,191
193,7
1,0
1325,68
153,11
2,0
204,14
2,0
1,0
577,38
34,1
1,0
33,1
1,0
56,3
2,0
1,0
5,0
792,55
43,2
7,0
25,2
2,0
6,0
62,4
5,0
2,1
8,0
39,5
4,0
1,0
5,0
4,0
1.0414e+05,6179
820,56
72,8
8,1
2768,186
180,8
1,0
779,53
2,0
5,0
9154,619
115,8
6,4
793,77
7,3
15,0
1424,121
12,1
17,2
1,0
1,0
16,0
1,0
2,0
86050,5922
705,47
65,2
1,0
887,73
95,2
1,0
170,15
2,0
782,51
26,1
67,4
4,1
3,0
77,7
1,0
1,0
4,0
1054,73
37,4
5,0
47,2
4,0
8,2
47,3
2,0
3,0
7,0
59,5
7,0
4,1
10,1
11,0
67953,5078
343,29
21,1
2,0
645,41
50,4
2,0
184,15
1,0
1,0
482,35
14,0
137,7
1,0
2,0
129,14
1,0
4,0
1,0
798,36
18,0
44,2
6,1
8,0
54,1
1,0
8,0
6,0
103,2
4,0
4,0
8,0
14,0
643,53
11,1
1,0
27,6
4,0
6,0
39,0
2,0
5,0
8,0
72,2
1,0
10,0
8,0
17,0
72,1
2,0
3,1
5,0
9,1
10,1
3.2331e+05,14198
419,13
35,3
1,0
1,0
1330,65
102,4
410,19
8,0
11,0
1,0
7573,379
186,10
4,0
1905,82
19,0
1,0
9,0
2,0
9323,539
131,12
4,0
27,1
4,0
6,0
40,1
2,0
7,0
14147,655
176,11
10,2
2,0
772,30
16,2
21,1
1,0
10365,562
155,7
11,0
63,2
5,0
2,1
73,4
3,0
4,0
4,0
15264,1073
273,18
23,2
127,12
16,0
16,0
109,4
10,1
7,0
7,0
113,3
3,0
4,0
5,0
8,0
13849,680
59,1
5,0
243,10
8,1
60,6
663,24
11,1
1,0
121,7
1,1
2,2
230,15
4,0
4,0
2,0
2515,142
37,3
7,0
52,5
2,0
11,0
128,5
2,0
14,0
9,2
219,9
3,1
7,0
21,1
36,0
1582,74
12,0
32,1
4,0
14,0
58,0
4,0
15,1
22,0
176,3
2,0
7,0
21,1
59,3
171,0
2,0
5,1
11,0
47,2
28,0
20983,531
51,1
3,0
154,5
12,1
1,0
37,0
1,0
976,35
23,1
1,0
243,9
1,0
1036,39
18,1
6,0
7,0
1571,77
20,0
121,3
6,1
2,0
1078,36
27,0
14,0
22,0
1231,41
40,1
35,1
17,1
23,0
2003,29
7,0
31,3
7,1
83,3
3,0
14,0
55,4
312,10
5,0
8,1
41,1
50,1
305,10
4,0
6,0
15,0
74,0
48,2
4749,84
2,0
1,0
21,1
2,0
12,1
128,0
4,0
44,1
120,4
242,1
7,0
20,0
131,3
158,6
426,1
2,0
11,0
33,0
74,0
112,3
818,7
5,0
3,0
31,0
72,0
112,3
202,8
5.3655e+05,26042
554,33
73,3
6,1
2,1
1407,95
113,7
1,0
421,20
5,0
8,0
3,0
8583,431
210,8
3,0
1609,77
15,0
11,0
1,0
9495,503
137,15
6,0
14,2
3,0
1,0
38,1
3,0
1,0
5,0
38380,2009
588,22
32,3
1,0
1757,81
46,1
60,3
1,0
25154,1313
426,28
23,0
110,7
8,1
6,0
88,6
5,0
4,0
8,1
87989,5002
1194,55
74,4
701,31
87,1
98,8
226,10
14,0
7,1
16,2
316,14
14,2
10,0
14,1
33,0
24216,1408
141,7
7,1
548,31
25,0
69,11
1,1
2515,157
29,0
2,0
99,6
2,0
5,1
161,13
4,2
3,0
1,0
36197,2441
380,16
34,1
429,22
32,2
84,3
198,7
13,0
30,3
30,0
401,18
18,3
22,2
20,1
29,1
28115,2096
137,13
13,0
272,20
28,1
70,2
163,6
7,0
40,0
41,2
312,7
7,1
10,0
15,1
45,1
226,5
2,0
4,1
8,1
42,2
25,2
28946,862
62,4
4,0
176,12
15,1
52,2
1,0
1,0
1221,51
32,0
1,0
286,6
5,0
2,1
1226,53
20,0
6,0
5,0
3460,157
51,0
3,0
205,7
3,2
9,0
2121,86
46,2
22,0
29,1
4060,201
112,5
57,0
43,1
52,2
3646,138
14,1
3,0
45,0
2,1
8,0
152,7
6,0
17,2
59,4
868,38
13,1
23,0
39,2
101,2
588,14
5,0
13,0
25,0
69,1
72,2
8770,161
18,0
1,0
31,0
4,0
19,0
203,3
4,0
61,0
210,5
534,11
12,1
47,1
372,10
530,14
893,14
1,0
6,0
33,1
195,1
189,3
1886,19
3,0
7,0
38,1
104,1
277,3
502,8
72754,2660
99,2
5,1
1,0
194,16
15,1
60,1
2,0
1,0
1161,43
34,0
1,0
207,3
3,1
1009,43
25,0
7,0
6,2
6085,239
99,3
3,0
322,16
9,0
8,0
3353,164
81,2
19,1
23,0
12604,565
257,11
179,3
62,1
92,2
4288,184
17,1
3,0
85,2
1,0
2,2
381,18
9,0
11,1
21,1
5550,290
90,1
117,6
49,3
120,2
3871,225
26,0
72,1
43,1
92,6
62,3
13038,365
14,1
1,0
50,1
9,0
219,7
7,0
75,3
163,7
826,18
5,1
78,0
487,11
1203,23
1004,21
3,0
10,1
35,0
279,8
243,6
3233,54
3,0
8,0
65,0
199,3
491,4
805,4
43821,2074
35,0
51,4
2,0
11,1
155,6
11,0
48,1
131,2
984,40
24,1
72,1
506,12
1837,69
823,31
6,0
22,0
78,3
987,33
559,25
4473,137
9,0
17,1
54,1
231,2
380,5
1302,14
17223,1150
9,0
17,0
57,2
261,4
593,4
1812,35
8252,562
38109,2366
2748,166
253,9
24,3
7,0
3,1
5427,380
399,26
1,0
1984,167
15,0
14,1
1,0
2,0
14549,1113
312,19
8,0
1,0
2719,223
30,1
12,1
1,0
1,0
9246,753
137,16
3,0
21,2
1,0
1,0
53,6
0,1
1,0
5,0
2,0
90700,5324
1351,95
97,9
2,0
3100,179
122,12
1,0
188,15
2,0
3,0
28822,1815
369,36
29,1
1,0
160,9
13,2
2,0
8,2
106,9
4,0
6,1
8,1
1.1684e+05,6614
1400,96
93,6
1,0
669,39
84,3
2,0
94,3
1,0
233,10
16,0
1,0
10,0
12,0
2,0
2,0
0,1
339,24
27,5
0,1
15,0
1,0
2,0
19,0
1,0
3,0
1,0
21,2
2,1
3,0
2.1276e+05,13398
1159,72
100,10
3,0
1,0
4036,260
228,12
5,0
1065,80
5,0
2,0
8,1
2,0
13337,895
169,6
11,2
863,83
16,0
13,3
1,0
1294,123
14,6
1,0
11,0
1,0
18,0
0,1
2,1
1.3145e+05,8112
1013,68
83,2
1138,74
120,2
1,0
215,15
2,0
3,0
550,37
19,1
3,0
78,4
71,6
1,0
2,0
2,0
678,37
28,1
1,0
32,1
5,0
8,0
25,0
3,0
3,0
5,1
41,1
3,0
3,0
1,0
2,0
2.0479e+05,12880
922,60
72,1
1,0
1813,120
125,10
427,24
1,0
3,0
1109,61
26,1
2,0
326,20
2,0
5,0
377,31
4,0
3,0
3,0
759,41
22,1
5,0
55,1
6,0
13,0
64,4
2,0
4,0
5,0
74,4
2,0
5,1
2,0
11,0
1026,47
17,2
0,1
48,2
4,0
21,1
43,2
2,0
15,1
11,0
86,3
2,0
1,0
3,0
6,0
48,1
5,0
3,0
6,0
9,0
90893,6322
173,23
9,0
3,0
0,1
810,52
31,1
1,0
228,16
1,0
2,0
3112,251
61,5
3,0
467,41
5,0
1,0
1927,176
26,1
1,0
4,0
1,0
6,1
10451,678
108,6
3,0
216,15
6,1
17,0
1,0
1678,151
18,1
4,0
12,0
1,0
19,2
1,1
5,0
2832,217
34,1
4,0
24,1
3,0
6,0
23,1
1,0
1,0
2,0
21,1
1,0
1,0
1,0
57144,3735
148,12
11,0
2,0
480,26
23,3
110,7
796,38
17,1
165,6
1,0
1,0
316,17
3,2
3,0
1301,76
20,0
2,0
35,4
1,0
5,1
101,6
7,0
1,2
4,1
78,0
1,0
1,0
4,0
5,0
1081,59
6,0
32,1
5,0
18,0
54,1
3,0
15,1
21,0
73,1
4,0
7,0
9,1
70,3
2,1
8,0
7,1
19,0
35529,2259
43,0
3,0
172,6
8,0
30,1
1,0
546,30
11,1
87,3
1,0
306,24
5,0
2,0
1,0
509,34
2,0
23,1
1,0
253,20
3,0
4,0
3,0
323,18
8,1
4,0
3,0
3,0
611,32
3,0
25,1
2,0
9,0
29,1
1,0
16,1
26,3
87,3
2,0
17,1
13,0
108,1
2,0
3,0
8,0
13,0
11,0
512,22
8,0
1,0
4,1
29,1
0,1
7,0
32,0
31,2
1,0
5,0
25,0
34,5
81,2
1,0
3,0
11,0
12,0
22,0
54,0
1,0
4,0
9,0
15,1
12,1
33227,2261
121,4
31,0
1,0
0,1
486,29
29,1
1,0
193,18
3,0
0,1
2487,151
51,2
344,28
5,0
1,0
1632,134
14,1
1,0
7,0
10,0
28302,1505
377,29
18,1
1,0
985,51
28,2
1,1
43,2
1,0
10729,587
155,11
9,1
47,4
2,0
6,0
20,4
4,0
1,0
2,0
60202,3378
694,32
53,6
432,19
57,2
61,5
103,7
6,2
10,0
7,1
186,11
7,2
5,0
12,0
12,0
54745,3356
239,26
12,1
2,0
792,46
41,3
136,9
1,0
1,0
3979,212
41,2
2,0
106,15
3,0
8,0
153,12
3,0
3,0
1,0
60478,3800
522,34
37,3
622,24
64,1
135,5
219,11
7,0
41,1
26,2
337,19
20,0
17,0
16,0
25,1
87736,6494
420,10
28,0
777,38
57,2
211,11
452,32
9,1
119,7
141,6
347,18
13,0
26,1
19,1
38,1
350,25
4,0
19,3
16,0
18,1
25,0
11635,836
18,0
1,0
84,6
8,0
13,0
425,24
9,0
1,0
60,6
3,0
1,0
288,23
4,0
1,0
2068,121
31,4
84,4
1,0
2,1
612,31
9,1
5,2
11,1
1513,88
39,1
26,1
11,2
20,0
9038,708
18,1
1,0
72,3
5,0
20,1
140,4
7,0
31,2
51,4
650,32
6,1
14,0
23,3
45,2
494,24
6,0
19,0
24,0
50,1
34,1
2040,152
3,0
11,0
7,0
61,1
7,0
17,1
98,3
161,9
3,0
11,2
93,3
186,11
199,6
1,0
11,0
18,1
58,2
59,0
146,3
2,0
10,0
27,1
62,1
33,1
9797,535
30,2
5,0
1,0
96,1
10,1
19,0
1,0
536,23
16,0
80,2
0,1
0,1
334,16
3,0
3,0
6283,278
88,3
8,0
303,12
10,0
11,0
2648,117
37,5
14,2
16,1
15408,790
255,4
159,7
53,2
79,5
9295,536
49,2
3,0
185,11
7,0
24,0
767,50
13,0
26,1
24,1
14075,744
208,4
237,4
89,2
133,7
15680,1058
126,6
196,12
95,6
130,5
117,4
1186,38
5,0
2,0
13,0
1,0
5,1
83,4
3,0
26,2
61,2
543,26
9,0
43,1
232,9
650,22
1186,79
14,1
15,0
41,1
290,8
190,8
376,10
1,0
6,0
19,0
68,2
87,2
59,1
7633,396
9,0
26,2
6,0
92,5
9,0
37,0
60,3
